11188
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Douzième extrait>,<>,<>
porte,porte,22
",",",",p
un,un,71
homme,homme,21
vêtu,vêtu,31
de,de,81
blanc,blanc,21
",",",",p
dont,dont,52
je,je,51
distinguais,distinguer,18
mal,mal,60
la,le,71
figure,figure,22
",",",",p
me,je,51
menaça,menacer,19
d',de,81
une,un,71
arme,arme,22
qu',que,52
il,il,51
tenait,tenir,18
à,à,81
la,le,71
main,main,22
;,;,p
mais,mais,82
celui,celui,52
qui,qui,52
m',je,51
accompagnait,accompagner,18
lui,lui,51
fit,faire,19
signe,signe,21
de,de,81
s',se,51
éloigner,éloigner,14
/.,/.,P
il,il,51
semblait,sembler,18
qu',que,83
on,on,51
eut,avoir,19
voulu,vouloir,12
m',je,51
empêcher,empêcher,14
de,de,81
pénétrer,pénétrer,14
le,le,71
mystère,mystère,21
de,de,81
ces,ce,74
retraites,retraite,22
/.,/.,P
sans,sans,81
rien,rien,52
demander,demander,14
à,à,81
mon,mon,73
guide,guide,21
",",",",p
je,je,51
compris,comprendre,19
par,par,81
intuition,intuition,22
que,que,83
ces,ce,74
hauteurs,hauteur,22
",",",",p
et,et,82
en,en,81
même,même,75
temps,temps,21
ces,ce,74
profondeurs,profondeur,22
étaient,être,18
la,le,71
retraite,retraite,22
des,de,81
des,le,71
habitants,habitant,21
primitifs,primitif,30
de,de,81
la,le,71
montagne,montagne,22
/.,/.,P
bravant,braver,13
toujours,toujours,60
le,le,71
flot,flot,21
envahissant,envahissant,30
des,de,81
des,le,71
accumulations,accumulation,22
des,de,81
des,le,71
races,race,22
nouvelles,nouveau,30
",",",",p
ils,ils,51
vivaient,vivre,18
là,là,60
",",",",p
simples,simple,30
de,de,81
moeurs,moeurs,22
",",",",p
aimants,aimant,30
et,et,82
justes,juste,30
",",",",p
adroits,adroit,30
",",",",p
fermes,ferme,30
et,et,82
ingénieux,ingénieux,30
",",",",p
-,-,p
et,et,82
pacifiquement,pacifiquement,60
vainqueurs,vainqueur,30
des,de,81
des,le,71
masses,masse,22
aveugles,aveugle,30
qui,qui,52
avaient,avoir,18
tant,tant,60
de,de,81
fois,fois,22
envahi,envahir,12
leur,leur,73
héritage,héritage,21
/.,/.,P
eh,eh,93
quoi,quoi,52
!,!,p
ni,ni,82
corrompus,corrompu,31
",",",",p
ni,ni,82
détruits,détruit,31
",",",",p
ni,ni,82
esclaves,esclave,30
;,;,p
purs,pur,30
",",",",p
quoique,quoique,83
ayant,avoir,13
vaincu,vaincre,12
l',le,71
ignorance,ignorance,22
;,;,p
conservant,conserver,13
dans,dans,81
l',le,71
aisance,aisance,22
les,le,71
vertus,vertu,22
de,de,81
la,le,71
pauvreté,pauvreté,22
/.,/.,P
-,-,p
un,un,71
enfant,enfant,21
s',se,51
amusait,amuser,18
à,à,81
terre,terre,22
avec,avec,81
des,de,81
des,le,71
cristaux,cristal,21
",",",",p
des,de,81
des,le,71
coquillages,coquillage,21
et,et,82
des,de,81
des,le,71
pierres,pierre,22
gravées,gravé,31
",",",",p
faisant,faire,13
sans,sans,81
doute,doute,21
un,un,71
jeu,jeu,21
d',de,81
étude,étude,22
/.,/.,P
une,un,71
femme,femme,22
âgée,âgé,30
",",",",p
mais,mais,82
belle,beau,30
encore,encore,60
",",",",p
s',se,51
occupait,occuper,18
des,de,81
des,le,71
soins,soin,21
du,de,81
du,le,71
ménage,ménage,21
/.,/.,P
en,en,81
ce,ce,74
moment,moment,21
",",",",p
plusieurs,plusieurs,75
jeunes,jeune,30
gens,gens,21
entrèrent,entrer,19
avec,avec,81
bruit,bruit,21
",",",",p
comme,comme,83
revenant,revenir,13
de,de,81
leur,leur,73
travaux,travail,21
/.,/.,P
je,je,51
m',je,51
étonnais,étonner,18
de,de,81
les,le,52
voir,voir,14
tous,tout,52
vêtus,vêtu,31
de,de,81
blanc,blanc,21
;,;,p
mais,mais,82
il,il,51
paraît,paraître,17
que,que,83
c',ce,52
était,être,18
une,un,71
illusion,illusion,22
de,de,81
ma,mon,73
vue,vue,22
;,;,p
pour,pour,81
la,le,52
rendre,rendre,14
sensible,sensible,30
mon,mon,73
guide,guide,21
se,se,51
mit,mettre,19
à,à,81
dessiner,dessiner,14
leur,leur,73
costume,costume,21
qu',que,52
il,il,51
teignit,teindre,19
de,de,81
couleurs,couleur,22
vives,vif,30
",",",",p
me,je,51
faisant,faire,13
comprendre,comprendre,14
qu',que,83
ils,ils,51
étaient,être,18
ainsi,ainsi,60
en,en,81
réalité,réalité,22
/.,/.,P
la,le,71
blancheur,blancheur,22
qui,qui,52
m',je,51
étonnait,étonner,18
provenait,provenir,18
peut-être,peut-être,60
d',de,81
un,un,71
éclat,éclat,21
particulier,particulier,30
",",",",p
d',de,81
un,un,71
jeu,jeu,21
de,de,81
lumière,lumière,22
où,où,60
se,se,51
confondaient,confondre,18
les,le,71
teintes,teinte,22
ordinaires,ordinaire,30
du,de,81
du,le,71
prisme,prisme,21
/.,/.,P
je,je,51
sortis,sortir,19
de,de,81
la,le,71
chambre,chambre,22
et,et,82
je,je,51
me,je,51
vis,voir,19
sur,sur,81
une,un,71
terrasse,terrasse,22
disposée,disposé,31
en,en,81
parterre,parterre,21
/.,/.,P
là,là,60
se,se,51
promenaient,promener,18
et,et,82
jouaient,jouer,18
des,de,81
des,le,71
jeunes,jeune,30
filles,fille,22
et,et,82
des,de,81
des,le,71
enfants,enfant,21
/.,/.,P
leurs,leur,73
vêtements,vêtement,21
me,je,51
paraissaient,paraître,18
blancs,blanc,30
comme,comme,83
les,le,71
autres,autre,52
",",",",p
mais,mais,82
ils,ils,51
étaient,être,18
agrémentés,agrémenter,12
par,par,81
des,de,81
des,le,71
broderies,broderie,22
de,de,81
couleur,couleur,22
rose,rose,30
/.,/.,P
ces,ce,74
personnes,personne,22
étaient,être,18
si,si,60
belles,beau,30
",",",",p
leurs,leur,73
traits,trait,21
si,si,60
gracieux,gracieux,30
",",",",p
et,et,82
l',le,71
éclat,éclat,21
de,de,81
leur,leur,73
âme,âme,22
transparaissait,transparaître,18
si,si,60
vivement,vivement,60
à,à,81
travers,travers,21
leurs,leur,73
formes,forme,22
délicates,délicat,30
",",",",p
qu',que,83
elles,ils,51
inspiraient,inspirer,18
toutes,tout,52
une,un,71
sorte,sorte,22
d',de,81
amour,amour,21
sans,sans,81
préférence,préférence,22
et,et,82
sans,sans,81
désir,désir,21
",",",",p
résumant,résumer,13
tous,tout,75
les,le,71
enivrements,enivrement,21
des,de,81
des,le,71
passions,passion,22
vagues,vague,30
de,de,81
la,le,71
jeunesse,jeunesse,22
/.,/.,P
je,je,51
ne,ne,60
puis,pouvoir,17
rendre,rendre,14
le,le,71
sentiment,sentiment,21
que,que,52
j',je,51
éprouvai,éprouver,19
au,à,81
au,le,71
milieu,milieu,21
de,de,81
ces,ce,74
êtres,être,21
charmants,charmant,30
qui,qui,52
m',je,51
étaient,être,18
chers,cher,30
sans,sans,81
que,que,83
je,je,51
les,le,52
connusse,connaître,18
/.,/.,P
c',ce,52
était,être,18
comme,comme,83
une,un,71
famille,famille,22
primitive,primitif,30
et,et,82
céleste,céleste,30
",",",",p
dont,dont,52
les,le,71
yeux,oeil,21
souriants,souriant,30
cherchaient,chercher,18
les,le,71
miens,mien,52
avec,avec,81
une,un,71
douce,doux,30
compassion,compassion,22
/.,/.,P
je,je,51
me,je,51
mis,mettre,19
à,à,81
pleurer,pleurer,14
à,à,81
chaudes,chaud,30
larmes,larme,22
",",",",p
comme,comme,83
au,à,81
au,le,71
souvenir,souvenir,21
d',de,81
un,un,71
paradis,paradis,21
perdu,perdu,31
/.,/.,P
là,là,60
",",",",p
je,je,51
sentis,sentir,19
amèrement,amèrement,60
que,que,83
j',je,51
étais,être,18
un,un,71
passant,passant,21
dans,dans,81
ce,ce,74
monde,monde,21
à,à,81
la,le,71
fois,fois,22
étranger,étranger,30
et,et,82
chéri,chéri,31
",",",",p
et,et,82
je,je,51
frémis,frémir,19
à,à,81
la,le,71
pensée,pensée,22
que,que,52
je,je,51
devais,devoir,18
retourner,retourner,14
dans,dans,81
la,le,71
vie,vie,22
/.,/.,P
en,en,81
vain,vain,30
",",",",p
femmes,femme,22
et,et,82
enfants,enfant,21
se,se,51
pressaient,presser,18
autour,autour,60
de,de,81
moi,moi,51
comme,comme,83
pour,pour,81
me,je,51
retenir,retenir,14
/.,/.,P
déjà,déjà,60
leurs,leur,73
formes,forme,22
ravissantes,ravissant,30
se,se,51
fondaient,fondre,18
en,en,81
vapeurs,vapeur,22
confuses,confus,30
;,;,p
ces,ce,74
beaux,beau,30
visages,visage,21
pâlissaient,pâlir,18
",",",",p
et,et,82
ces,ce,74
traits,trait,21
accentués,accentué,31
",",",",p
ces,ce,74
yeux,oeil,21
étincelants,étincelant,30
se,se,51
perdaient,perdre,18
dans,dans,81
une,un,71
ombre,ombre,22
où,où,60
luisait,luire,18
encore,encore,60
le,le,71
dernier,dernier,30
éclair,éclair,21
d',de,81
un,un,71
sourire,sourire,21
/…,/…,P
telle,tel,52
fut,être,19
cette,ce,74
vision,vision,22
",",",",p
ou,ou,82
tels,tel,52
furent,être,19
du,de,81
du,le,71
moins,moins,60
les,le,71
détails,détail,21
principaux,principal,30
dont,dont,52
j',je,51
ai,avoir,17
gardé,garder,12
le,le,71
souvenir,souvenir,21
/.,/.,P
l',le,71
état,état,21
cataleptique,cataleptique,30
où,où,60
je,je,51
m',je,51
étais,être,18
trouvé,trouver,12
pendant,pendant,81
plusieurs,plusieurs,75
jours,jour,21
me,je,51
fut,être,19
expliqué,expliquer,12
scientifiquement,scientifiquement,60
",",",",p
et,et,82
les,le,71
récits,récit,21
de,de,81
ceux,celui,52
qui,qui,52
m',je,51
avait,avoir,18
vu,voir,12
ainsi,ainsi,60
me,je,51
causaient,causer,18
une,un,71
sorte,sorte,22
d',de,81
irritation,irritation,22
quand,quand,83
je,je,51
voyais,voir,18
qu',que,83
on,on,51
attribuait,attribuer,18
à,à,81
l',le,71
aberration,aberration,22
d',de,81
esprit,esprit,21
les,le,71
mouvements,mouvement,21
où,où,60
les,le,71
paroles,parole,22
coïncidant,coïncider,13
avec,avec,81
diverses,divers,30
phases,phase,22
de,de,81
ce,ce,52
qui,qui,52
constituait,constituer,18
pour,pour,81
moi,moi,51
une,un,71
série,série,22
d',de,81
événements,événement,21
logiques,logique,30
/.,/.,P
j',je,51
aimais,aimer,18
davantage,davantage,60
ceux,celui,52
de,de,81
mes,mon,73
amis,ami,21
qui,qui,52
",",",",p
par,par,81
une,un,71
patiente,patient,30
complaisance,complaisance,22
où,où,60
par,par,81
suite,suite,22
d',de,81
idées,idée,22
analogues,analogue,30
aux,à,81
aux,le,71
miennes,mien,52
",",",",p
me,je,51
faisaient,faire,18
faire,faire,14
de,de,81
longs,long,30
récits,récit,21
des,de,81
des,le,71
choses,chose,22
que,que,52
j',je,51
avais,avoir,18
vues,voir,12
en,en,81
esprit,esprit,21
/.,/.,P
l',le,71
un,un,52
d',de,81
eux,ils,51
me,je,51
dit,dire,19
en,en,81
pleurant,pleurer,13
:,:,p
“,“,p
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
que,que,83
c',ce,52
est,être,17
vrai,vrai,30
qu',que,83
il,il,51
y,y,52
a,avoir,17
un,un,71
dieu,dieu,21
/?,/?,P
oui,oui,60
!,!,p
lui,lui,51
dis,dire,19
je,je,51
avec,avec,81
enthousiasme,enthousiasme,21
/.,/.,P
et,et,82
nous,nous,51
nous,nous,51
embrassâmes,embrasser,19
comme,comme,83
deux,deux,72
frères,frère,21
de,de,81
cette,ce,74
patrie,patrie,22
mystique,mystique,30
que,que,52
j',je,51
avais,avoir,18
entrevue,entrevoir,12
/.,/.,P
-,-,p
quel,quel,75
bonheur,bonheur,21
je,je,51
trouvai,trouver,19
d'abord,d'abord,60
dans,dans,81
cette,ce,74
conviction,conviction,22
/!,/!,P
ainsi,ainsi,60
ce,ce,74
doute,doute,21
éternel,éternel,30
de,de,81
l',le,71
immortalité,immortalité,22
de,de,81
l',le,71
âme,âme,22
qui,qui,52
affecte,affecter,17
les,le,71
meilleurs,meilleur,30
esprits,esprit,21
se,se,51
trouvait,trouver,18
résolu,résolu,31
pour,pour,81
moi,moi,51
/.,/.,P
plus,plus,60
de,de,81
mort,mort,22
",",",",p
plus,plus,60
de,de,81
tristesse,tristesse,22
",",",",p
plus,plus,60
d',de,81
inquiétude,inquiétude,22
/.,/.,P
ceux,celui,52
que,que,52
j',je,51
aimais,aimer,18
",",",",p
parents,parent,21
amis,ami,21
",",",",p
me,je,51
donnaient,donner,18
des,de,81
des,le,71
signes,signe,21
certains,certain,30
de,de,81
leur,leur,73
existence,existence,22
éternelle,éternel,30
",",",",p
et,et,82
je,je,51
n',ne,60
étais,être,18
plus,plus,60
séparé,séparer,12
d',de,81
eux,ils,51
que,que,83
par,par,81
les,le,71
heures,heure,22
du,de,81
du,le,71
jour,jour,21
/.,/.,P
j',je,51
attendais,attendre,18
celles,celui,52
de,de,81
la,le,71
nuit,nuit,22
dans,dans,81
une,un,71
douce,doux,30
mélancolie,mélancolie,22
/.,/.,P
<Page 26  Partie 1 Chapitre 6>,<>,<>
un,un,71
rêve,rêve,21
que,que,52
je,je,51
fis,faire,19
encore,encore,60
me,je,51
confirma,confirmer,19
dans,dans,81
cette,ce,74
pensée,pensée,22
/.,/.,P
je,je,51
me,je,51
trouvai,trouver,19
tout,tout,60
à,à,81
coup,coup,21
dans,dans,81
une,un,71
salle,salle,22
qui,qui,52
faisait,faire,18
partie,partie,22
de,de,81
la,le,71
demeure,demeure,22
de,de,81
mon,mon,73
aïeul,aïeul,21
/.,/.,P
elle,il,51
semblait,sembler,18
s',se,51
être,être,14
agrandie,agrandir,12
seulement,seulement,60
/.,/.,P
les,le,71
vieux,vieux,30
meubles,meuble,21
luisaient,luire,18
d',de,81
un,un,71
poli,poli,21
merveilleux,merveilleux,30
",",",",p
les,le,71
tapis,tapis,21
et,et,82
les,le,71
rideaux,rideau,21
étaient,être,18
comme,comme,83
remis,remettre,12
à,à,81
neuf,neuf,30
",",",",p
un,un,71
jour,jour,21
trois,trois,72
fois,fois,22
plus,plus,60
brillant,brillant,30
que,que,83
le,le,71
jour,jour,21
naturel,naturel,30
arrivait,arriver,18
par,par,81
la,le,71
croisée,croisée,22
et,et,82
par,par,81
la,le,71
porte,porte,22
",",",",p
et,et,82
il,il,51
y,y,52
avait,avoir,18
dans,dans,81
l',le,71
air,air,21
une,un,71
fraîcheur,fraîcheur,22
et,et,82
un,un,71
parfum,parfum,21
des,de,81
des,le,71
premières,premier,72
matinées,matinée,22
tièdes,tiède,30
du,de,81
du,le,71
printemps,printemps,21
/.,/.,P
trois,trois,72
femmes,femme,22
travaillaient,travailler,18
dans,dans,81
cette,ce,74
pièce,pièce,22
",",",",p
et,et,82
représentaient,représenter,18
",",",",p
sans,sans,81
leur,leur,52
ressembler,ressembler,14
absolument,absolument,60
",",",",p
des,de,81
des,le,71
parentes,parente,22
et,et,82
des,de,81
des,le,71
amies,amie,22
de,de,81
ma,mon,73
jeunesse,jeunesse,22
/.,/.,P
il,il,51
semblait,sembler,18
que,que,83
chacune,chacun,52
eut,avoir,19
les,le,71
traits,trait,21
de,de,81
plusieurs,plusieurs,75
de,de,81
ces,ce,74
personnes,personne,22
/.,/.,P
les,le,71
contours,contour,21
de,de,81
leurs,leur,73
figures,figure,22
variaient,varier,18
comme,comme,83
la,le,71
flamme,flamme,22
d',de,81
une,un,71
lampe,lampe,22
",",",",p
et,et,82
à,à,81
tout,tout,75
moment,moment,21
quelque,quelque,75
chose,chose,22
de,de,81
l',le,71
une,un,52
passait,passer,18
dans,dans,81
l',le,71
autre,autre,52
;,;,p
le,le,71
sourire,sourire,21
",",",",p
la,le,71
voix,voix,22
",",",",p
la,le,71
teinte,teinte,22
des,de,81
des,le,71
yeux,oeil,21
",",",",p
de,de,81
la,le,71
chevelure,chevelure,22
",",",",p
la,le,71
taille,taille,22
",",",",p
les,le,71
gestes,geste,21
familiers,familier,30
",",",",p
s',se,51
échangeaient,échanger,18
comme,comme,83
si,si,83
elles,ils,51
eussent,avoir,18
vécu,vivre,12
de,de,81
la,le,71
même,même,75
vie,vie,22
",",",",p
et,et,82
chacune,chacun,52
était,être,18
ainsi,ainsi,60
composée,composer,12
de,de,81
toutes,tout,52
",",",",p
pareille,pareil,30
à,à,81
ces,ce,74
types,type,21
que,que,52
les,le,71
peintres,peintre,21
imitent,imiter,17
de,de,81
plusieurs,plusieurs,75
modelés,modelé,21
pour,pour,81
réaliser,réaliser,14
une,un,71
beauté,beauté,22
complète,complet,30
/.,/.,P
la,le,71
plus,plus,60
âgée,âgé,30
me,je,51
parlait,parler,18
avec,avec,81
une,un,71
voix,voix,22
vibrante,vibrant,30
et,et,82
mélodieuse,mélodieux,30
que,que,52
je,je,51
connaissais,connaître,18
pour,pour,81
l',le,52
avoir,avoir,14
entendue,entendre,12
dans,dans,81
l',le,71
enfance,enfance,22
",",",",p
et,et,82
je,je,51
ne,ne,60
sais,savoir,17
ce,ce,52
que,que,52
elle,il,51
me,je,51
disait,dire,18
qui,qui,52
me,je,51
frappait,frapper,18
par,par,81
sa,son,73
profonde,profond,30
justesse,justesse,22
/.,/.,P
mais,mais,82
elle,il,51
attira,attirer,19
ma,mon,73
pensée,pensée,22
sur,sur,81
moi-même,moi-même,51
",",",",p
et,et,82
je,je,51
me,je,51
vis,voir,19
vêtu,vêtu,31
d',de,81
un,un,71
petit,petit,30
habit,habit,21
brun,brun,30
de,de,81
forme,forme,22
ancienne,ancien,30
",",",",p
entièrement,entièrement,60
tissé,tissé,31
à,à,81
l',le,71
aiguille,aiguille,22
de,de,81
fils,fil,21
tenus,tenu,31
comme,comme,83
ceux,celui,52
des,de,81
des,le,71
toiles,toile,22
d',de,81
araignées,araignée,22
/.,/.,P
il,il,51
était,être,18
coquet,coquet,30
",",",",p
gracieux,gracieux,30
et,et,82
imprégné,imprégné,31
de,de,81
douces,doux,30
odeurs,odeur,22
/.,/.,P
je,je,51
me,je,51
sentais,sentir,18
tout,tout,60
rajeuni,rajeuni,31
et,et,82
tout,tout,60
pimpant,pimpant,30
dans,dans,81
ce,ce,74
vêtement,vêtement,21
qui,qui,52
sortait,sortir,18
de,de,81
leurs,leur,73
doigts,doigt,21
de,de,81
fée,fée,22
",",",",p
et,et,82
je,je,51
les,le,52
remerciais,remercier,18
en,en,81
rougissant,rougir,13
",",",",p
comme,comme,83
si,si,83
je,je,51
n',ne,60
eusse,avoir,18
été,être,12
qu',que,83
un,un,71
petit,petit,30
enfant,enfant,21
devant,devant,81
de,de,81
grandes,grand,30
belles,beau,30
dames,dame,22
/.,/.,P
alors,alors,60
l',le,71
une,un,52
d',de,81
elle,il,51
se,se,51
leva,lever,19
et,et,82
se,se,51
dirigea,diriger,19
vers,vers,81
le,le,71
jardin,jardin,21
/.,/.,P
chacun,chacun,52
sait,savoir,17
que,que,83
dans,dans,81
les,le,71
rêves,rêve,21
on,on,51
ne,ne,60
voit,voir,17
jamais,jamais,60
le,le,71
soleil,soleil,21
",",",",p
bien,bien,60
qu',que,83
on,on,51
ait,avoir,17
souvent,souvent,60
la,le,71
perception,perception,22
d',de,81
une,un,71
clarté,clarté,22
beaucoup,beaucoup,60
plus,plus,60
vive,vif,30
/.,/.,P
les,le,71
objets,objet,21
et,et,82
les,le,71
corps,corps,21
sont,être,17
lumineux,lumineux,30
par,par,81
eux-mêmes,eux-mêmes,51
/.,/.,P
je,je,51
me,je,51
vis,voir,19
dans,dans,81
un,un,71
petit,petit,30
parc,parc,21
où,où,60
se,se,51
prolongeaient,prolonger,18
des,de,81
des,le,71
treilles,treille,22
en,en,81
berceaux,berceau,21
chargées,chargé,31
de,de,81
lourdes,lourd,30
grappes,grappe,22
de,de,81
raisins,raisin,21
blancs,blanc,30
et,et,82
noirs,noir,30
;,;,p
à,à,81
mesure,mesure,22
que,que,83
la,le,71
dame,dame,22
qui,qui,52
me,je,51
guidait,guider,18
s',se,51
avançait,avancer,18
sous,sous,81
ces,ce,74
berceaux,berceau,21
",",",",p
l',le,71
ombre,ombre,22
des,de,81
des,le,71
treillis,treillis,21
croisés,croisé,31
variait,varier,18
encore,encore,60
pour,pour,81
mes,mon,73
yeux,oeil,21
ses,son,73
formes,forme,22
et,et,82
ses,son,73
vêtements,vêtement,21
/.,/.,P
elle,il,51
en,en,52
sortit,sortir,19
enfin,enfin,60
",",",",p
et,et,82
nous,nous,51
nous,nous,51
trouvâmes,trouver,19
dans,dans,81
un,un,71
espace,espace,21
découvert,découvert,31
/.,/.,P
on,on,51
y,y,52
apercevait,apercevoir,18
à,à,81
peine,peine,22
la,le,71
trace,trace,22
d',de,81
anciennes,ancien,30
allées,allée,22
qui,qui,52
l',le,52
avaient,avoir,18
jadis,jadis,60
coupé,couper,12
en,en,81
croix,croix,22
/.,/.,P
la,le,71
culture,culture,22
était,être,18
négligée,négliger,12
depuis,depuis,81
de,de,81
longues,long,30
années,année,22
",",",",p
et,et,82
des,de,81
des,le,71
plans,plan,21
épars,épars,30
de,de,81
clématites,clématite,22
",",",",p
de,de,81
houblon,houblon,21
",",",",p
de,de,81
chèvrefeuille,chèvrefeuille,21
",",",",p
de,de,81
jasmin,jasmin,21
",",",",p
de,de,81
lierre,lierre,21
",",",",p
d',de,81
aristoloche,aristoloche,22
",",",",p
étendaient,étendre,18
entre,entre,81
des,de,81
des,le,71
arbres,arbre,21
d',de,81
une,un,71
croissance,croissance,22
vigoureuse,vigoureux,30
leurs,leur,73
longues,long,30
traînées,traînée,22
de,de,81
lianes,liane,22
/.,/.,P
des,de,81
des,le,71
branches,branche,22
pliaient,plier,18
jusqu',jusque,81
à,à,81
terre,terre,22
chargées,chargé,31
de,de,81
fruits,fruit,21
",",",",p
et,et,82
parmi,parmi,81
des,de,81
des,le,71
touffes,touffe,22
d',de,81
herbes,herbe,22
parasites,parasite,21
s',se,51
épanouissaient,épanouir,18
quelques,quelque,75
fleurs,fleur,22
de,de,81
jardin,jardin,21
revenues,revenu,31
à,à,81
l',le,71
état,état,21
sauvage,sauvage,30
/.,/.,P
de,de,81
loin,loin,60
en,en,81
loin,loin,60
s',se,51
élevaient,élever,18
des,de,81
des,le,71
massifs,massif,21
de,de,81
peupliers,peuplier,21
",",",",p
d',de,81
acacias,acacia,21
et,et,82
de,de,81
pins,pin,21
",",",",p
au,à,81
au,le,71
sein,sein,21
desquels,de,81
desquels,lequel,52
on,on,51
entrevoyait,entrevoir,18
des,de,81
des,le,71
statues,statue,22
noircies,noirci,31
par,par,81
le,le,71
temps,temps,21
/.,/.,P
j',je,51
aperçus,apercevoir,19
devant,devant,81
moi,moi,51
un,un,71
entassement,entassement,21
de,de,81
rochers,rocher,21
couverts,couvert,31
de,de,81
lierre,lierre,21
d',de,81
où,où,60
jaillissait,jaillir,18
une,un,71
source,source,22
d',de,81
eau,eau,22
vive,vif,30
",",",",p
dont,dont,52
le,le,71
clapotement,clapotement,21
harmonieux,harmonieux,30
résonnait,résonner,18
sur,sur,81
un,un,71
bassin,bassin,21
d',de,81
eau,eau,22
dormante,dormant,30
à,à,81
demi,demi,30
voilée,voilé,31
des,de,81
des,le,71
larges,large,30
feuilles,feuille,22
de,de,81
nénuphar,nénuphar,21
/.,/.,P
la,le,71
dame,dame,22
que,que,52
je,je,51
suivais,suivre,18
",",",",p
développant,développer,13
sa,son,73
taille,taille,22
élancée,élancé,31
dans,dans,81
un,un,71
mouvement,mouvement,21
qui,qui,52
faisait,faire,18
miroiter,miroiter,14
les,le,71
plis,pli,21
de,de,81
sa,son,73
robe,robe,22
en,en,81
taffetas,taffetas,21
changeant,changeant,30
",",",",p
entoura,entourer,19
gracieusement,gracieusement,60
de,de,81
son,son,73
bras,bras,21
nu,nu,30
une,un,71
longue,long,30
tige,tige,22
de,de,81
rose,rose,22
trémière,trémière,30
",",",",p
puis,puis,60
elle,il,51
se,se,51
mit,mettre,19
à,à,81
grandir,grandir,14
sous,sous,81
un,un,71
clair,clair,30
rayon,rayon,21
de,de,81
lumière,lumière,22
",",",",p
de,de,81
telle,tel,75
sorte,sorte,22
que,que,83
peu,peu,60
à,à,81
peu,peu,60
le,le,71
jardin,jardin,21
prenait,prendre,18
sa,son,73
forme,forme,22
",",",",p
et,et,82
les,le,71
parterres,parterre,21
et,et,82
les,le,71
arbres,arbre,21
devenaient,devenir,18
les,le,71
rosaces,rosace,22
et,et,82
les,le,71
festons,feston,21
de,de,81
ses,son,73
vêtements,vêtement,21
;,;,p
tandis que,tandis que,83
sa,son,73
figure,figure,22
et,et,82
ses,son,73
bras,bras,21
imprimaient,imprimer,18
leurs,leur,73
contours,contour,21
aux,à,81
aux,le,71
nuages,nuage,21
pourpres,pourpre,30
du,de,81
du,le,71
ciel,ciel,21
/.,/.,P
je,je,51
la,le,52
perdais,perdre,18
de,de,81
vue,vue,22
à,à,81
mesure,mesure,22
qu',que,83
elle,il,51
se,se,51
transfigurait,transfigurer,18
",",",",p
car,car,82
elle,il,51
semblait,sembler,18
s',se,51
évanouir,évanouir,14
dans,dans,81
sa,son,73
propre,propre,30
grandeur,grandeur,22
/.,/.,P
“,“,p
oh,oh,93
!,!,p
ne,ne,60
fuis,fuir,17
pas,pas,60
!,!,p
m',je,51
écriai,écrier,19
je,je,51
",",",",p
car,car,82
la,le,71
nature,nature,22
meurt,mourir,17
avec,avec,81
toi,toi,51
/!,/!,P
disant,dire,13
ces,ce,74
mots,mot,21
",",",",p
je,je,51
marchais,marcher,18
péniblement,péniblement,60
à,à,81
travers,travers,21
les,le,71
ronces,ronce,22
",",",",p
comme,comme,83
pour,pour,81
saisir,saisir,14
l',le,71
ombre,ombre,22
agrandie,agrandi,31
qui,qui,52
m',je,51
échappait,échapper,18
:,:,p
mais,mais,82
je,je,51
me,je,51
heurtai,heurter,19
à,à,81
un,un,71
pan,pan,21
de,de,81
mur,mur,21
dégradé,dégradé,31
",",",",p
au,à,81
au,le,71
pied,pied,21
duquel,de,81
duquel,lequel,52
gisait,gésir,18
un,un,71
buste,buste,21
de,de,81
femme,femme,22
/.,/.,P
en,en,81
le,le,52
relevant,relever,13
",",",",p
j',je,51
eus,avoir,19
la,le,71
perception,perception,22
que,que,83
c',ce,52
était,être,18
le,le,71
sien,sien,52
/…,/…,P
je,je,51
reconnus,reconnaître,19
des,de,81
des,le,71
traits,trait,21
chéris,chéri,31
",",",",p
et,et,82
",",",",p
portant,porter,13
les,le,71
yeux,oeil,21
autour,autour,60
de,de,81
moi,moi,51
",",",",p
je,je,51
vis,voir,19
que,que,83
le,le,71
jardin,jardin,21
avait,avoir,18
pris,prendre,12
l',le,71
aspect,aspect,21
d',de,81
un,un,71
cimetière,cimetière,21
/.,/.,P
des,de,81
des,le,71
voix,voix,22
disaient,dire,18
:,:,p
“,“,p
l',le,71
univers,univers,21
est,être,17
dans,dans,81
la,le,71
nuit,nuit,22
/!,/!,P
<Page 30  Partie 1 Chapitre 7>,<>,<>
ce,ce,74
rêve,rêve,21
si,si,60
heureux,heureux,30
à,à,81
son,son,73
début,début,21
me,je,51
jeta,jeter,19
dans,dans,81
une,un,71
grande,grand,30
perplexité,perplexité,22
/.,/.,P
que,que,52
signifiait,signifier,18
il,il,51
/?,/?,P
je,je,51
ne,ne,60
le,le,52
sus,savoir,19
que,que,83
plus,plus,60
tard,tard,60
/.,/.,P
Aurélia,Aurélia,20
était,être,18
morte,mourir,12
/.,/.,P
je,je,51
n',ne,60
eus,avoir,19
d'abord,d'abord,60
que,que,83
la,le,71
nouvelle,nouvelle,22
de,de,81
sa,son,73
maladie,maladie,22
/.,/.,P
par,par,81
suite,suite,22
de,de,81
l',le,71
état,état,21
de,de,81
mon,mon,73
